'Communes';'Codes_Insee';'NB_Allocataires';'ALL_PAJE';'ALL_PRIM';'ALL_BASEP';'ALL_CMG';'ALL_CMG_ASMA';'ALL_CMG_DOM';'ALL_CMG_A';'ALL_Clca_Colca'
GESNES-EN-ARGONNE;55208;8;;;;;;;;
GIMECOURT;55210;;;;;;;;;
GINCREY;55211;7;;;;;;;;
GIRAUVOISIN;55212;12;;;;;;;;
GIVRAUVAL;55214;34;9;;;;;;;
GONDRECOURT-LE-CHATEAU;55215;174;33;;22;18;;;;
GOURAINCOURT;55216;11;;;;;;;;
GOUSSAINCOURT;55217;18;5;;;;;;;
GREMILLY;55218;5;;;;;;;;
GRIMAUCOURT-EN-WOEVRE;55219;16;5;;;;;;;
GRIMAUCOURT-PRES-SAMPIGNY;55220;10;;;;;;;;
GUERPONT;55221;31;10;;;;;;;
GUSSAINVILLE;55222;;;;;;;;;
HAIRONVILLE;55224;100;27;;20;16;;;;7
HALLES-SOUS-LES-COTES;55225;18;;;;;;;;
HAN-LES-JUVIGNY;55226;10;;;;;;;;
HANNONVILLE-SOUS-LES-COTES;55228;94;20;;15;11;;;;
HAN-SUR-MEUSE;55229;35;16;;;8;;;;7
HARVILLE;55232;10;;;;;;;;
HAUDAINVILLE;55236;126;38;;27;20;;;;8
HAUDIOMONT;55237;32;10;;;5;;;;
HEIPPES;55241;9;;;;;;;;
HENNEMONT;55242;10;;;;;;;;
HERBEUVILLE;55243;15;;;;;;;;
HERMEVILLE-EN-WOEVRE;55244;27;5;;;;;;;
HEUDICOURT-SOUS-LES-COTES;55245;29;5;;;;;;;
HEVILLIERS;55246;13;;;;;;;;
HORVILLE-EN-ORNOIS;55247;;;;;;;;;
HOUDELAINCOURT;55248;40;9;;;;;;;
INOR;55250;22;5;;;;;;;
IPPECOURT;55251;11;6;;;;;;;
IRE-LE-SEC;55252;14;;;;;;;;
LES ISLETTES;55253;155;25;;;7;;;;
LES TROIS-DOMAINES;55254;15;5;;;;;;;
JAMETZ;55255;29;;;;;;;;
JONVILLE-EN-WOEVRE;55256;18;5;;;;;;;
JOUY-EN-ARGONNE;55257;;;;;;;;;
GEVILLE;55258;84;27;;21;13;;;;6
JULVECOURT;55260;6;;;;;;;;
JUVIGNY-EN-PERTHOIS;55261;15;;;;;;;;
JUVIGNY-SUR-LOISON;55262;29;5;;;;;;;
KOEUR-LA-GRANDE;55263;17;;;;;;;;
KOEUR-LA-PETITE;55264;45;8;;;;;;;
LABEUVILLE;55265;14;;;;;;;;
LACHALADE;55266;12;;;;;;;;
LACHAUSSEE;55267;33;8;;;;;;;
LACROIX-SUR-MEUSE;55268;97;24;;17;13;;;;6
LAHAYMEIX;55269;6;;;;;;;;
LAHAYVILLE;55270;;;;;;;;;
LAHEYCOURT;55271;54;15;;;8;;;;5
LAIMONT;55272;55;18;;11;12;;;;5
LAMORVILLE;55274;27;9;;;;;;;
LAMOUILLY;55275;12;;;;;;;;
LANDRECOURT-LEMPIRE;55276;28;16;;11;10;;;;
LANEUVILLE-AU-RUPT;55278;28;6;;;;;;;
LANEUVILLE-SUR-MEUSE;55279;60;20;;;6;;;;
LANHERES;55280;8;;;;;;;;
LATOUR-EN-WOEVRE;55281;12;7;;;;;;;
LAVALLEE;55282;9;;;;;;;;
LAVINCOURT;55284;12;;;;;;;;
LAVOYE;55285;15;5;;;;;;;
LEMMES;55286;35;19;;13;10;;;;
LEROUVILLE;55288;237;63;;51;27;;;;8
LEVONCOURT;55289;6;;;;;;;;
LIGNIERES-SUR-AIRE;55290;10;5;;;;;;;
LIGNY-EN-BARROIS;55291;816;118;;105;23;;;;23
LINY-DEVANT-DUN;55292;27;8;;;;;;;
LION-DEVANT-DUN;55293;24;;;;;;;;
LISLE-EN-BARROIS;55295;;;;;;;;;
LISLE-EN-RIGAULT;55296;58;20;;;14;;;;6
LISSEY;55297;15;6;;;;;;;
LOISEY;55298;48;13;;7;6;;;;
LOISON;55299;16;5;;;;;;;
LONGEAUX;55300;33;;;;;;;;
LONGCHAMPS-SUR-AIRE;55301;14;5;;;;;;;
LONGEVILLE-EN-BARROIS;55302;146;36;;28;23;;;;
LOUPMONT;55303;9;;;;;;;;
LOUPPY-LE-CHATEAU;55304;16;5;;;;;;;
LOUPPY-SUR-LOISON;55306;11;;;;;;;;
LUZY-SAINT-MARTIN;55310;10;5;;;;;;;
MAIZERAY;55311;;;;;;;;;
MAIZEY;55312;15;5;;;;;;;
MALANCOURT;55313;5;;;;;;;;
MANDRES-EN-BARROIS;55315;11;;;;;;;;
MANGIENNES;55316;51;19;;12;11;;;;
MANHEULLES;55317;14;6;;;;;;;
MARCHEVILLE-EN-WOEVRE;55320;6;;;;;;;;
MARRE;55321;20;10;;;;;;;
MARSON-SUR-BARBOURE;55322;7;;;;;;;;
MARTINCOURT-SUR-MEUSE;55323;7;;;;;;;;
MARVILLE;55324;78;8;;;;;;;
MAUCOURT-SUR-ORNE;55325;7;;;;;;;;
MAULAN;55326;10;;;;;;;;
MAUVAGES;55327;35;5;;;;;;;
MAXEY-SUR-VAISE;55328;47;18;;;6;;;;5
MECRIN;55329;28;5;;;;;;;
MELIGNY-LE-GRAND;55330;15;6;;;;;;;
MELIGNY-LE-PETIT;55331;;;;;;;;;
MENAUCOURT;55332;30;8;;;;;;;
MENIL-AUX-BOIS;55333;5;;;;;;;;
MENIL-LA-HORGNE;55334;28;8;;;;;;;
MENIL-SUR-SAULX;55335;33;7;;;;;;;
MERLES-SUR-LOISON;55336;9;;;;;;;;
MILLY-SUR-BRADON;55338;24;;;;;;;;
MOGEVILLE;55339;9;;;;;;;;
MOGNEVILLE;55340;45;;;;;;;;
MOIREY-FLABAS-CREPION;55341;13;;;;;;;;
MONTBLAINVILLE;55343;;;;;;;;;
MONTBRAS;55344;;;;;;;;;
MONT-DEVANT-SASSEY;55345;13;;;;;;;;
MONTFAUCON-D'ARGONNE;55346;29;6;;;;;;;
LES MONTHAIRONS;55347;53;16;;;9;;;;6
MONTIERS-SUR-SAULX;55348;58;11;;;;;;;
MONTIGNY-DEVANT-SASSEY;55349;14;;;;;;;;
MONTIGNY-LES-VAUCOULEURS;55350;6;;;;;;;;
MONTMEDY;55351;324;42;;;5;;;;
MONTPLONNE;55352;8;;;;;;;;
MONTSEC;55353;7;;;;;;;;
MONTZEVILLE;55355;21;7;;;;;;;
MORANVILLE;55356;16;6;;;;;;;
MORGEMOULIN;55357;11;;;;;;;;
CHANTERAINE;55358;16;;;;;;;;
MORLEY;55359;30;7;;;;;;;
MOUILLY;55360;13;;;;;;;;
MOULAINVILLE;55361;12;;;;;;;;
MOULINS-SAINT-HUBERT;55362;21;;;;;;;;
MOULOTTE;55363;14;;;;;;;;
MOUZAY;55364;81;18;;13;12;;;;
MURVAUX;55365;20;;;;;;;;
VAL-D'ORNAIN;55366;121;39;;25;25;;;;8
MUZERAY;55367;14;;;;;;;;
NAIVES-EN-BLOIS;55368;22;;;;;;;;
NAIVES-ROSIERES;55369;98;22;;17;13;;;;
NAIX-AUX-FORGES;55370;28;11;;;;;;;
NANCOIS-LE-GRAND;55371;8;;;;;;;;
NANCOIS-SUR-ORNAIN;55372;40;12;;;7;;;;
NANT-LE-GRAND;55373;13;;;;;;;;
NANT-LE-PETIT;55374;7;;;;;;;;
NANTILLOIS;55375;5;;;;;;;;
NANTOIS;55376;12;;;;;;;;
NEPVANT;55377;7;;;;;;;;
NETTANCOURT;55378;21;5;;;;;;;
LE NEUFOUR;55379;7;;;;;;;;
NEUVILLE-EN-VERDUNOIS;55380;7;;;;;;;;
NEUVILLE-LES-VAUCOULEURS;55381;23;8;;;;;;;
NEUVILLE-SUR-ORNAIN;55382;44;14;;;6;;;;
NEUVILLY-EN-ARGONNE;55383;23;5;;;;;;;
NICEY-SUR-AIRE;55384;9;;;;;;;;
NIXEVILLE-BLERCOURT;55385;65;19;;11;;;;;5
NONSARD-LAMARCHE;55386;36;16;;;9;;;;
NOUILLONPONT;55387;21;;;;;;;;
NOYERS-AUZECOURT;55388;47;16;;11;9;;;;5
NUBECOURT;55389;25;7;;;;;;;
OLIZY-SUR-CHIERS;55391;23;;;;;;;;
ORNES;55394;;;;;;;;;
OSCHES;55395;;;;;;;;;
OURCHES-SUR-MEUSE;55396;31;;;;;;;;
PAGNY-LA-BLANCHE-COTE;55397;30;11;;;6;;;;
PAGNY-SUR-MEUSE;55398;158;55;;38;37;;;;9
PAREID;55399;15;7;;;;;;;
PARFONDRUPT;55400;;;;;;;;;
LES PAROCHES;55401;52;18;;;9;;;;
PEUVILLERS;55403;5;;;;;;;;
PIERREFITTE-SUR-AIRE;55404;51;18;;13;;;;;
PILLON;55405;31;6;;;;;;;
PINTHEVILLE;55406;13;7;;;;;;;
PONT-SUR-MEUSE;55407;11;;;;;;;;
POUILLY-SUR-MEUSE;55408;24;;;;;;;;
PRETZ-EN-ARGONNE;55409;8;;;;;;;;
QUINCY-LANDZECOURT;55410;17;;;;;;;;
RAMBLUZIN-ET-BENOITE-VAUX;55411;12;;;;;;;;
RAMBUCOURT;55412;24;7;;;;;;;
RANCOURT-SUR-ORNAIN;55414;18;;;;;;;;
RANZIERES;55415;10;5;;;;;;;
RARECOURT;55416;28;;;;;;;;
RECICOURT;55419;24;9;;;;;;;
RECOURT-LE-CREUX;55420;9;;;;;;;;
REFFROY;55421;7;;;;;;;;
REGNEVILLE-SUR-MEUSE;55422;5;;;;;;;;
REMBERCOURT-SOMMAISNE;55423;35;14;;;9;;;;
REMENNECOURT;55424;6;;;;;;;;
REMOIVILLE;55425;6;;;;;;;;
RESSON;55426;44;13;;;;;;;
REVIGNY-SUR-ORNAIN;55427;538;115;5;95;29;;;;21
REVILLE-AUX-BOIS;55428;11;;;;;;;;
RIAVILLE;55429;;;;;;;;;
RIBEAUCOURT;55430;6;;;;;;;;
RICHECOURT;55431;11;;;;;;;;
RIGNY-LA-SALLE;55433;51;20;;12;14;;;;
RIGNY-SAINT-MARTIN;55434;;;;;;;;;
ROBERT-ESPAGNE;55435;131;40;;24;27;;;;9
LES ROISES;55436;;;;;;;;;
ROMAGNE-SOUS-LES-COTES;55437;15;;;;;;;;
ROMAGNE-SOUS-MONTFAUCON;55438;21;6;;;;;;;
RONVAUX;55439;10;;;;;;;;
RAIVAL;55442;34;8;;;;;;;
ROUVRES-EN-WOEVRE;55443;44;17;;;6;;;;
ROUVROIS-SUR-MEUSE;55444;27;8;;;;;;;
ROUVROIS-SUR-OTHAIN;55445;20;;;;;;;;
RUMONT;55446;13;6;;;;;;;
RUPT-AUX-NONAINS;55447;44;12;;;5;;;;
RUPT-DEVANT-SAINT-MIHIEL;55448;6;;;;;;;;
RUPT-EN-WOEVRE;55449;43;13;;;8;;;;
RUPT-SUR-OTHAIN;55450;6;;;;;;;;
SAINT-AMAND-SUR-ORNAIN;55452;7;;;;;;;;
SAINT-ANDRE-EN-BARROIS;55453;10;;;;;;;;
SAINT-AUBIN-SUR-AIRE;55454;19;5;;;;;;;
SAINT-GERMAIN-SUR-MEUSE;55456;30;6;;;;;;;
SAINT-HILAIRE-EN-WOEVRE;55457;18;;;;;;;;
SAINT-JEAN-LES-BUZY;55458;55;20;;;11;;;;5
SAINT-JOIRE;55459;28;8;;;;;;;
SAINT-JULIEN-SOUS-LES-COTES;55460;20;9;;;;;;;
SAINT-LAURENT-SUR-OTHAIN;55461;50;8;;;;;;;
SAINT-MAURICE-SOUS-LES-COTES;55462;55;13;;;;;;;
SAINT-MIHIEL;55463;723;120;;96;46;;;;15
SAINT-PIERREVILLERS;55464;15;7;;;;;;;
SAINT-REMY-LA-CALONNE;55465;22;;;;;;;;
SALMAGNE;55466;38;11;;5;;;;;
SAMPIGNY;55467;105;23;;15;11;;;;
SAMOGNEUX;55468;12;7;;;;;;;
SASSEY-SUR-MEUSE;55469;15;;;;;;;;
SAUDRUPT;55470;26;8;;;;;;;
SAULMORY-ET-VILLEFRANCHE;55471;12;;;;;;;;
SAULVAUX;55472;12;;;;;;;;
SAULX-LES-CHAMPLON;55473;10;;;;;;;;
SAUVIGNY;55474;27;7;;;;;;;
SAUVOY;55475;5;;;;;;;;
SAVONNIERES-DEVANT-BAR;55476;57;11;;6;5;;;;
SAVONNIERES-EN-PERTHOIS;55477;59;12;;;7;;;;
SEIGNEULLES;55479;19;7;;;;;;;
SENON;55481;43;10;;5;;;;;
SENONCOURT-LES-MAUJOUY;55482;13;;;;;;;;
SEPTSARGES;55484;8;;;;;;;;
SEPVIGNY;55485;7;;;;;;;;
SEUZEY;55487;14;6;;;;;;;
SILMONT;55488;18;5;;;;;;;
SIVRY-LA-PERCHE;55489;33;9;;;;;;;
SIVRY-SUR-MEUSE;55490;37;11;;;6;;;;
SOMMEDIEUE;55492;163;38;;29;18;;;;7
SOMMEILLES;55493;19;5;;;;;;;
SOMMELONNE;55494;53;11;;;;;;;
SORBEY;55495;29;13;;;6;;;;
SORCY-SAINT-MARTIN;55496;163;60;;47;26;;;;18
LES SOUHESMES-RAMPONT;55497;47;22;;16;11;;;;
SOUILLY;55498;74;24;;;15;;;;
SPINCOURT;55500;97;20;;;5;;;;7
STAINVILLE;55501;64;21;;15;13;;;;7
STENAY;55502;512;80;;66;19;;;;11
TAILLANCOURT;55503;10;;;;;;;;
TANNOIS;55504;48;19;;;13;;;;5
THIERVILLE-SUR-MEUSE;55505;353;79;;62;28;;;;13
THILLOMBOIS;55506;;;;;;;;;
THILLOT;55507;36;12;;;5;;;;
THONNE-LA-LONG;55508;16;;;;;;;;
THONNE-LE-THIL;55509;27;;;;;;;;
THONNE-LES-PRES;55510;16;;;;;;;;
THONNELLE;55511;12;;;;;;;;
TILLY-SUR-MEUSE;55512;40;15;;10;7;;;;
TREMONT-SUR-SAULX;55514;73;25;;19;16;;;;6
TRESAUVAUX;55515;7;;;;;;;;
TREVERAY;55516;69;15;;;7;;;;
SEUIL-D'ARGONNE;55517;61;13;;;7;;;;
COUSANCES-LES-TRICONVILLE;55518;19;5;;;;;;;
TRONVILLE-EN-BARROIS;55519;212;46;;32;27;;;;12
TROUSSEY;55520;69;33;;25;21;;;;7
TROYON;55521;40;14;;;5;;;;5
UGNY-SUR-MEUSE;55522;16;6;;;;;;;
VACHERAUVILLE;55523;23;12;;;;;;;
VADELAINCOURT;55525;11;;;;;;;;
VADONVILLE;55526;35;13;;;6;;;;
VARENNES-EN-ARGONNE;55527;92;14;;9;9;;;;
VARNEVILLE;55528;;;;;;;;;
VALBOIS;55530;11;5;;;;;;;
VASSINCOURT;55531;33;16;;6;;;;;5
VAUBECOURT;55532;47;11;;;;;;;
VAUCOULEURS;55533;403;80;;60;29;;;;11
VAUDEVILLE-LE-HAUT;55534;;;;;;;;;
VAUDONCOURT;55535;11;5;;;;;;;
VAUQUOIS;55536;;;;;;;;;
VAUX-DEVANT-DAMLOUP;55537;10;;;;;;;;
VAUX-LES-PALAMEIX;55540;6;;;;;;;;
VAVINCOURT;55541;62;24;;19;15;;;;6
VELAINES;55543;94;37;;28;19;;;;13
VELOSNES;55544;15;;;;;;;;
VERDUN;55545;4295;581;21;498;148;134;;9;61
VERNEUIL-GRAND;55546;13;;;;;;;;
VERNEUIL-PETIT;55547;8;;;;;;;;
VERY;55549;6;;;;;;;;
VIGNEULLES-LES-HATTONCHATEL;55551;192;57;;50;17;;;;11
VIGNEUL-SOUS-MONTMEDY;55552;10;;;;;;;;
VIGNOT;55553;169;47;;30;25;;;;8
VILLECLOYE;55554;24;;;;;;;;
VILLE-DEVANT-BELRAIN;55555;;;;;;;;;
VILLE-DEVANT-CHAUMONT;55556;;;;;;;;;
VILLE-EN-WOEVRE;55557;11;;;;;;;;
VILLEROY-SUR-MEHOLLE;55559;;;;;;;;;
VILLERS-AUX-VENTS;55560;15;6;;;;;;;
VILLERS-DEVANT-DUN;55561;;;;;;;;;
VILLERS-LE-SEC;55562;17;5;;;;;;;
VILLERS-LES-MANGIENNES;55563;7;;;;;;;;
VILLERS-SOUS-PAREID;55565;7;;;;;;;;
VILLERS-SUR-MEUSE;55566;44;15;;10;8;;;;
VILLE-SUR-COUSANCES;55567;14;6;;;;;;;
VILLE-SUR-SAULX;55568;39;14;;;;;;;
VILLOTTE-DEVANT-LOUPPY;55569;19;9;;;;;;;
VILLOTTE-SUR-AIRE;55570;22;5;;;;;;;
VILOSNES-HARAUMONT;55571;40;13;;;;;;;
VITTARVILLE;55572;5;;;;;;;;
VOID-VACON;55573;253;62;;47;34;;;;20
VOUTHON-BAS;55574;6;;;;;;;;
VOUTHON-HAUT;55575;8;;;;;;;;
WALY;55577;7;;;;;;;;
WARCQ;55578;34;11;;;;;;;
WATRONVILLE;55579;10;;;;;;;;
WAVRILLE;55580;6;;;;;;;;
WILLERONCOURT;55581;11;;;;;;;;
WISEPPE;55582;16;;;;;;;;
WOEL;55583;22;8;;;;;;;
WOIMBEY;55584;18;5;;;;;;;
XIVRAY-ET-MARVOISIN;55586;9;;;;;;;;
ALLAIRE;56001;621;112;;94;56;;;;29
AMBON;56002;252;54;;46;34;;;;15
ARRADON;56003;697;79;;53;45;;;;19
ARZAL;56004;223;77;;63;52;;;;30
ARZON;56005;215;17;;;;;;;
AUGAN;56006;219;68;;58;25;;;;21
AURAY;56007;2862;352;12;283;129;120;;8;57
BADEN;56008;564;110;;86;49;42;;;32
BANGOR;56009;102;23;;;6;;;;5
BAUD;56010;914;193;;163;117;;;;49
BEGANNE;56011;162;42;;;25;;;;6
BEIGNON;56012;270;83;;64;51;;;;24
BELZ;56013;463;84;;69;42;;;;16
BERNE;56014;201;52;;;30;;;;14
BERRIC;56015;266;96;;73;57;;;;24
BIEUZY;56016;107;18;;;10;;;;5
BIGNAN;56017;367;84;;71;54;;;;24
BILLIERS;56018;118;23;;17;13;;;;6
BILLIO;56019;32;7;;;;;;;
BOHAL;56020;114;32;;;18;;;;14
BRANDERION;56021;221;69;;58;42;;;;24
BRANDIVY;56022;182;55;;47;33;;;;16
BRECH;56023;1034;216;9;173;101;87;;10;58
BREHAN;56024;365;39;;33;27;;;;13
BRIGNAC;56025;14;5;;;;;;;
BUBRY;56026;307;58;;48;31;;;;26
BULEON;56027;65;19;;;12;;;;6
CADEN;56028;177;42;;37;22;;;;14
CALAN;56029;182;65;;54;46;;;;17
CAMOEL;56030;127;30;;24;14;;;;11
CAMORS;56031;380;104;;88;52;;;;35
CAMPENEAC;56032;248;70;;58;47;;;;25
CARENTOIR;56033;344;61;;;33;;;;16
CARNAC;56034;514;67;;58;18;;;;13
CARO;56035;124;33;;28;22;;;;8
CAUDAN;56036;986;176;6;146;76;71;;;39
LA CHAPELLE-CARO;56037;188;42;;;30;;;;13
LA CHAPELLE-GACELINE;56038;116;32;;;20;;;;
LA CHAPELLE-NEUVE;56039;128;38;;;16;;;;11
CLEGUER;56040;418;113;;95;66;;;;32
CLEGUEREC;56041;389;76;;52;45;;;;15
COLPO;56042;302;63;;49;48;;;;9
CONCORET;56043;125;22;;;16;;;;6
COURNON;56044;104;19;;;13;;;;8
LE COURS;56045;107;36;;29;25;;;;9
CRACH;56046;365;62;;51;31;;;;13
CREDIN;56047;213;33;;;18;;;;6
LE CROISTY;56048;82;21;;16;11;;;;5
CROIXANVEC;56049;20;;;;;;;;
LA CROIX-HELLEAN;56050;90;23;;17;17;;;;6
CRUGUEL;56051;56;14;;;8;;;;5
DAMGAN;56052;163;14;;;9;;;;
ELVEN;56053;950;258;7;208;122;110;;8;66
ERDEVEN;56054;523;109;;88;55;;;;30
ETEL;56055;289;23;;;12;;;;
EVRIGUET;56056;18;8;;;;;;;
LE FAOUET;56057;436;63;;50;35;;;;14
FEREL;56058;453;115;;95;62;;;;32
LES FORGES;56059;45;15;;;9;;;;
LES FOUGERETS;56060;123;28;;;14;;;;7
LA GACILLY;56061;460;72;;61;43;;;;20
GAVRES;56062;109;6;;;;;;;
GESTEL;56063;391;95;;72;63;;;;21
GLENAC;56064;120;35;;;23;;;;15
GOURHEL;56065;104;22;;;15;;;;
GOURIN;56066;510;87;;80;35;;;;12
GRAND-CHAMP;56067;828;171;5;137;106;98;6;;38
LA GREE-SAINT-LAURENT;56068;33;12;;;5;;;;
GROIX;56069;288;37;;32;17;;;;8
GUEGON;56070;230;53;;44;31;;;;15
GUEHENNO;56071;91;26;;19;18;;;;6
GUELTAS;56072;75;15;;;5;;;;8
GUEMENE-SUR-SCORFF;56073;191;18;;;5;;;;5
GUENIN;56074;235;76;;62;53;;;;21
GUER;56075;880;209;7;192;70;64;;7;60
GUERN;56076;150;22;;16;14;;;;8
LE GUERNO;56077;143;44;;38;28;;;;11
GUIDEL;56078;1547;314;6;231;171;155;17;6;91
GUILLAC;56079;156;45;;;22;;;;13
GUILLIERS;56080;152;38;;30;22;;;;8
GUISCRIFF;56081;223;40;;;17;;;;12
HELLEAN;56082;42;14;;;9;;;;8
HENNEBONT;56083;3026;470;8;408;206;198;5;;94
LE HEZO;56084;101;23;;18;8;;;;10
HOEDIC;56085;17;;;;;;;;
ILE-D'HOUAT;56086;19;;;;;;;;
ILE-AUX-MOINES;56087;65;6;;;;;;;
ILE-D'ARZ;56088;23;;;;;;;;
INGUINIEL;56089;283;80;;66;49;;;;21
INZINZAC-LOCHRIST;56090;996;244;6;201;146;;;;68
JOSSELIN;56091;381;48;;43;23;;;;14
KERFOURN;56092;109;31;;23;21;;;;5
KERGRIST;56093;76;23;;17;14;;;;7
KERVIGNAC;56094;969;264;;200;165;157;;7;68
LANDAUL;56096;357;103;;93;59;;;;28
LANDEVANT;56097;550;168;5;140;83;;;;51
LANESTER;56098;4466;745;15;653;261;241;13;;157
LANGOELAN;56099;49;6;;;;;;;
LANGONNET;56100;201;39;;34;12;;;;7
LANGUIDIC;56101;1076;294;8;254;149;;;;90
LANOUEE;56102;184;46;;40;28;;;;14
LANTILLAC;56103;27;8;;;;;;;
LANVAUDAN;56104;85;22;;;7;;;;10
LANVENEGEN;56105;120;26;;;8;;;;9
LARMOR-BADEN;56106;77;10;;;;;;;
LARMOR-PLAGE;56107;961;149;;102;74;61;9;;32
LARRE;56108;162;49;;42;29;;;;16
LAUZACH;56109;171;53;;41;35;;;;11
LIGNOL;56110;98;18;;;;;;;
LIMERZEL;56111;184;55;;50;27;;;;18
LIZIO;56112;84;17;;;11;;;;
LOCMALO;56113;92;28;;21;15;;;;6
LOCMARIA;56114;95;21;;;7;;;;5
LOCMARIA-GRAND-CHAMP;56115;237;78;;62;55;49;;;24
LOCMARIAQUER;56116;153;20;;;7;;;;5
LOCMINE;56117;749;159;;143;67;;;;27
LOCMIQUELIC;56118;571;111;;89;57;;;;30
LOCOAL-MENDON;56119;489;115;;96;75;;;;24
LOCQUELTAS;56120;253;72;;56;54;;;;22
LORIENT;56121;14904;1743;56;1549;505;465;;24;290
LOYAT;56122;210;55;;48;33;;;;18
MALANSAC;56123;268;61;;48;45;;;;20
MALESTROIT;56124;336;44;;39;18;;;;13
MALGUENAC;56125;226;67;;56;53;;;;18
MARZAN;56126;289;103;;90;65;;;;30
MAURON;56127;438;77;;69;36;;;;22
MELRAND;56128;179;31;;25;18;;;;8
MENEAC;56129;182;42;;37;24;;;;9
MERLEVENEZ;56130;499;135;;113;78;;;;51
MESLAN;56131;178;45;;34;22;;;;11
MEUCON;56132;324;85;;64;55;;;;17
MISSIRIAC;56133;149;50;;44;28;;;;11
MOHON;56134;102;25;;;9;;;;8
MOLAC;56135;222;77;;62;45;;;;18
MONTENEUF;56136;91;23;;18;12;;;;6
MONTERBLANC;56137;558;144;;116;99;93;6;;47
MONTERREIN;56138;62;18;;;12;;;;7
MONTERTELOT;56139;37;10;;;;;;;
MOREAC;56140;529;141;;115;92;;;;35
MOUSTOIR-AC;56141;247;77;;62;46;;;;26
MOUSTOIR-REMUNGOL;56142;83;30;;24;16;;;;9
MUZILLAC;56143;650;107;;89;58;52;;;30
NAIZIN;56144;217;65;;55;30;;;;18
NEANT-SUR-YVEL;56145;124;34;;;16;;;;10
NEULLIAC;56146;188;48;;40;25;;;;8
NIVILLAC;56147;670;171;;134;102;;;;43
NOSTANG;56148;213;80;;72;44;;;;29
NOYAL-MUZILLAC;56149;346;91;;68;63;;;;17
NOYALO;56150;97;17;;11;9;;;;
NOYAL-PONTIVY;56151;493;105;;92;64;;;;32
LE PALAIS;56152;390;51;;46;11;;;;16
PEAULE;56153;348;99;;80;71;66;;5;23
PEILLAC;56154;264;57;;48;30;;;;17
PENESTIN;56155;235;25;;17;14;;;;6
PERSQUEN;56156;39;11;;;5;;;;
PLAUDREN;56157;257;80;;71;51;46;;;26
PLESCOP;56158;1017;208;;184;107;98;;6;62
PLEUCADEUC;56159;228;47;;39;34;;;;10
PLEUGRIFFET;56160;142;47;;42;32;;;;10
PLOEMEL;56161;379;96;;87;55;49;;;27
PLOEMEUR;56162;2389;331;;250;141;127;13;6;98
PLOERDUT;56163;139;32;;;11;;;;10
PLOEREN;56164;997;202;9;159;100;91;;8;44
PLOERMEL;56165;1615;252;6;200;135;117;;13;64
PLOUAY;56166;882;206;;176;100;;;;38
PLOUGOUMELEN;56167;298;68;;56;45;;;;19
PLOUHARNEL;56168;255;58;;47;26;;;;18
PLOUHINEC;56169;679;141;;111;67;60;5;;34
PLOURAY;56170;135;20;;;9;;;;
PLUHERLIN;56171;192;52;;40;32;;;;12
PLUMELEC;56172;447;98;;82;59;;;;27
PLUMELIAU;56173;460;110;;88;68;;;;28
PLUMELIN;56174;341;114;;94;63;;;;38
PLUMERGAT;56175;575;197;;156;125;117;;6;53
PLUNERET;56176;794;195;6;162;111;;;;46
PLUVIGNER;56177;1092;286;5;245;155;;;;77
PONTIVY;56178;2893;417;19;339;181;166;12;;65
PONT-SCORFF;56179;608;146;;115;89;;;;43
PORCARO;56180;97;29;;;16;;;;9
PORT-LOUIS;56181;469;46;;32;21;;;;10
PRIZIAC;56182;111;19;;14;8;;;;
QUELNEUC;56183;66;12;;;;;;;
QUESTEMBERT;56184;1132;222;5;186;116;111;;7;67
QUEVEN;56185;1087;225;;201;113;;;;66
QUIBERON;56186;633;84;;78;22;;;;16
QUILY;56187;43;13;;;8;;;;
QUISTINIC;56188;163;40;;30;25;;;;12
RADENAC;56189;129;36;;29;25;;;;6
REGUINY;56190;266;54;;43;35;;;;14
REMINIAC;56191;50;11;;;;;;;
REMUNGOL;56192;120;34;;;20;;;;7
RIANTEC;56193;681;133;;101;72;;;;29
RIEUX;56194;418;101;;92;59;;;;23
LA ROCHE-BERNARD;56195;135;18;;;10;;;;
ROCHEFORT-EN-TERRE;56196;130;8;;;;;;;
LE ROC-SAINT-ANDRE;56197;138;27;;17;17;;;;7
ROHAN;56198;211;49;;40;26;;;;15
ROUDOUALLEC;56199;82;15;;;5;;;;
RUFFIAC;56200;140;48;;33;34;;;;9
LE SAINT;56201;59;10;;;;;;;
SAINT-ABRAHAM;56202;67;13;;;6;;;;
SAINT-AIGNAN;56203;54;10;;;;;;;
SAINT-ALLOUESTRE;56204;65;21;;;7;;;;9
SAINT-ARMEL;56205;93;22;;;5;;;;
SAINT-AVE;56206;1805;379;6;322;181;165;;13;94
SAINT-BARTHELEMY;56207;128;39;;;21;;;;8
SAINT-BRIEUC-DE-MAURON;56208;41;11;;;;;;;
SAINTE-BRIGITTE;56209;19;;;;;;;;
SAINT-CARADEC-TREGOMEL;56210;52;11;;;;;;;
SAINT-CONGARD;56211;88;25;;;13;;;;7
SAINT-DOLAY;56212;344;102;;83;59;;;;28
SAINT-GERAND;56213;151;48;;39;30;;;;10
SAINT-GILDAS-DE-RHUYS;56214;155;20;;;9;;;;7
SAINT-GONNERY;56215;107;29;;23;14;;;;5
SAINT-GORGON;56216;56;17;;;9;;;;6
SAINT-GRAVE;56218;94;23;;;17;;;;
SAINT-GUYOMARD;56219;177;76;;65;46;;;;28
